,0
1517,Überparteiliches Komitee «Gemeinnütziges Geldspielgesetz – JA»
1518,"Komitee für Sport, Kultur und AHV stärken"
1519,Überparteiliches Komitee «Vollgeld-Initiative Nein»
1520,Generalsekretariat WBF
1521,Initiativkomitee «Eigenständiges Handeln in Familien und Unternehmen» (KESB-Initiative)
1522,TRANSPARENCY INTERNATIONAL SCHWEIZ
1523,Interpharma und santésuisse
1524,Überparteiliches Komitee für Suchtprävention und gegen Netzsperren
1525,"KOF Corporate Communications, ETH Zürich, LEE G 116, Leonhardstrasse 21, 8092 Zürich"
1526,Gewerkschaften Unia und Syna
1527,Dachverband Schweizer Jungendparlamente
1528,"NR Marcel Dobler, Dr. Stefan Frei, SR Damian Müller"
1529,Verband Bundeshaus Journalisten
1530,"SGB, Travail.Suisse, Unia, Syna"
1531,Plattform Agenda 2030 c/o Alliance Sud
1532,ASIP
1533,"Allianz für Ernährungssouveränität, Postfach 925, 1001 Lausanne"
1534,Komitee «Ja zur Fair-Food-Initiative»
1535,Allianz Bundesbeschluss Velo Ja
1536,"LITRA Informationsdienst für den öffentlichen Verkehr und ch-direkt, Direkter Verkehr"
1537,Überparteiliches Komitee «2xNein zu den Agrar-Initiativen»
1538,IG für betreuende und pflegende Angehörige
1539,überparteiliches Bauernkomitee „2x NEIN zu den extremen Agrarinitiativen“
1540,Bundesamt für wirtschaftliche Landesversorgung
1541,Nationale Informationsstelle zum Kulturerbe NIKE
1542,egovernment schweiz
1543,"Travail.Suisse, Syna, BFH"
1544,Komitee «Ja zur Selbstbestimmung»
1545,Initiativkomitee der Hornkuh Initiative
1546,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative
1547,IGS Interessengemeinschaft Schiessen Schweiz
1548,Eidg. Ethikkommission für die Biotechnologie im Ausserhumanbereich EKAH
1549,Liberales Komitee «Nein zur Kamera im Schlafzimmer»
1550,"Komitee ""Juristinnen und Juristen für die Selbstbestimmungsinitiative"""
1551,Komitee Nein zu Versicherungsspionen
1552,Überparteiliches Komitee: Ja zu Fairplay im Sozialversicherungsrecht
1553,SGB Schweizer Gewerkschaftsbund
1554,SKOS (Schweizerische Konferenz für Sozialhilfe)
1555,"Unternehmerkomitee ""JA zur Selbstbestimmungsinitiative"""
1556,Referendumskomitee BÜRGERLICHES NEIN ZUR STAF
1557,SNF SChweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung
1558,"Schweizerischer Gewerkschaftsbund und FAIRLOG (SEV, syndicom und Unia)"
1559,KLUG Koalition Luftverkehr Umwelt und Gesundheit
1560,Jungallianz fürs Klima
1561,DEZA Direktion für Entwicklung und Zusammenarbeit
1562,SGB Schweizerischer Gewerkschaftsbund
