,0
1541,Der Schweizerische Gewerkschaftsbund
1542,Stilllegungsfonds für Kernanlagen Entsorgungsfonds für Kernkraftwerke
1543,Staatssekretariat für Wirtschaft SECO
1544,Komitee «NEIN zum Sendeschluss»
1545,KVF-N / CTT-E
1546,Überparteiliches Komitee «Nein zu No Billag»
1547,Überparteiliches Komitee «NO Billag Ja»
1548,Schweizer Regionalradios und -fernsehen
1549,Komitee «Junge gegen No Billag»
1550,sgv
1551,Geschäftsstelle «Komitee gegen Internet-Zensur und digitale Abschottung»
1552,Verein Beznau Verfahren
1553,Schweizerische Konferenz für Sozialhilfe SKOS
1554,Eidgenössische Kommission für Frauenfragen EKF
1555,"Lehrstuhl für Philosophie und Theorie des Rechts, Rechtssoziologie und Internationes Öffentliches Recht"
1556,Der Verein «Tag der Kranken»
1557,Komitees gegen No Billag
1558,Verband Schweizerischer Elektrizitätsunternehmen VSE
1559,Schweizerischer Mieterinnen- und Miterverband
1560,Haus- und Kinderärzte Schweiz
1561,Kleinbauern-Vereinigung und Schweizer Tierschutz STS
1562,Vollgeld-Initiative
1563,Jungfreisinnige Schweiz
1564,Überparteiliches Komitee «Gemeinnütziges Geldspielgesetz – JA»
1565,"Komitee für Sport, Kultur und AHV stärken"
1566,Überparteiliches Komitee «Vollgeld-Initiative Nein»
1567,Generalsekretariat WBF
1568,Initiativkomitee «Eigenständiges Handeln in Familien und Unternehmen» (KESB-Initiative)
1569,TRANSPARENCY INTERNATIONAL SCHWEIZ
1570,Interpharma und santésuisse
1571,Überparteiliches Komitee für Suchtprävention und gegen Netzsperren
1572,"KOF Corporate Communications, ETH Zürich, LEE G 116, Leonhardstrasse 21, 8092 Zürich"
1573,Gewerkschaften Unia und Syna
1574,Dachverband Schweizer Jungendparlamente
1575,"NR Marcel Dobler, Dr. Stefan Frei, SR Damian Müller"
1576,Verband Bundeshaus Journalisten
1577,"SGB, Travail.Suisse, Unia, Syna"
1578,Plattform Agenda 2030 c/o Alliance Sud
1579,ASIP
1580,"Allianz für Ernährungssouveränität, Postfach 925, 1001 Lausanne"
1581,Komitee «Ja zur Fair-Food-Initiative»
1582,Allianz Bundesbeschluss Velo Ja
1583,"LITRA Informationsdienst für den öffentlichen Verkehr und ch-direkt, Direkter Verkehr"
1584,Überparteiliches Komitee «2xNein zu den Agrar-Initiativen»
1585,IG für betreuende und pflegende Angehörige
1586,überparteiliches Bauernkomitee „2x NEIN zu den extremen Agrarinitiativen“
1587,Bundesamt für wirtschaftliche Landesversorgung
1588,Nationale Informationsstelle zum Kulturerbe NIKE
1589,egovernment schweiz
1590,"Travail.Suisse, Syna, BFH"
1591,Komitee «Ja zur Selbstbestimmung»
1592,Initiativkomitee der Hornkuh Initiative
1593,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative
1594,IGS Interessengemeinschaft Schiessen Schweiz
1595,Eidg. Ethikkommission für die Biotechnologie im Ausserhumanbereich EKAH
1596,Liberales Komitee «Nein zur Kamera im Schlafzimmer»
1597,FDP Die Liberalen
1598,"Komitee ""Juristinnen und Juristen für die Selbstbestimmungsinitiative"""
1599,Komitee Nein zu Versicherungsspionen
1600,Überparteiliches Komitee: Ja zu Fairplay im Sozialversicherungsrecht
1601,SGB Schweizer Gewerkschaftsbund
1602,SKOS (Schweizerische Konferenz für Sozialhilfe)
1603,Grüne.ch
1604,"Unternehmerkomitee ""JA zur Selbstbestimmungsinitiative"""
1605,Referendumskomitee BÜRGERLICHES NEIN ZUR STAF
