,0
1040,Staatssekretariat für Wirtschaft SECO und Direktion für Entwicklung und Zusammenarbeit DEZA
1041,Überparteiliches Komitee „Ja zum Privatsphärenschutz“
1042,"SR Stefan Engler, SR Martin Schmid und NR Heinz Brand"
1043,éducation21
1044,Blutspende SRK Schweiz
1045,Schwedisch-schweizerische Allianz gegen neue Kampfjets
1046,Kleinbauern-Vereinigung
1047,BDP und CVP/EVP-Fraktion
1048,Stadt Zürich und Bundesamt für Migration
1049,"Überparteiliches Komitee ""Ja zum Arbeitsgesetz"""
1050,FinDel
1051,Allianz «JA zur Initiative für den öffentlichen Verkehr»
1052,Städteinitiative Sozialpolitik
1053,Überparteiliches Komitee «JA zur Vignette»
1054,Abstimmungskomitee «Ja zum Epidemiengesetz»
1055,EpG-Komitee «Nein zum Impfzwang»
1056,Komitee «Nein zur Vignetten-Mogelpackung»
1057,Schweiz. Städteverband
1058,Wirtschafts- und Gewerbekomitee „Ja zum Arbeitsgesetz“
1059,Sicherheitsverbund Schweiz
1060,Abstimmungskomitee „Ja zum Epidemiengesetz“
1061,Forschung für Leben
1062,"Komitee  ""NEIN zum Lohndiktat vom Staat"""
1063,Informatiksteuerungsorgan des Bundes
1064,Bundesamt für Gesundheit und MFH
1065,"NR Jean Christophe Schwab, NR Isabelle Chevalley, NR Balthasar Glättli und NR Lukas Reimann"
1066,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Staatssekretariat für Wirtschaft SECO
1067,Komitee NEIN zur Vignetten-Mogelpackung
1068,«Komitee für die faire Vignette»
1069,«Liberales Komitee gegen die SVP-Familieninitiative»
1070,Bundesamt für Statistik (BFS) / Bundesamt für Gesundheit (BAG)
1071,Komitee NEIN zur 100 Franken Autobahnvignette
1072,Bündnis gegen neue Kampfjets
1073,Programm Jugend und Gewalt
1074,Überparteiliches Komitee «JA zur Familieninitiative»
1075,IG Mineralwasser / SMS
1076,"Komitee ""Ja zur Vignette"""
1077,Bildungskoalition NGO
1078,Komitee gegen die SVP-Familieninitiative
1079,Schweizerische Konferenz der kantonalen Erziehungdirektoren (EDK)
1080,"Allianz der frauen-, männer- und familienpolitischen Organisationen gegen die SVP-Familieninitiative"
1081,Eidgenössische Kommission gegen Rassismus EKR
1082,1:12-Initiative
1083,Staatssekretariat für internationale Finanzfragen (SIF)
1084,"Parteipräsidenten der FDP.Die Liberalen, der Grünliberalen, der SP, der CVP-Frauen, der BDP und der Grünen"
1085,"BAG, BVET, BLW, BAFU"
1086,"Internationale Balzan Stiftung - ""Fonds"""
1087,Mitglieder der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
1088,Bundesamt für Statistik BFS und Bundesamt für Raumentwicklung ARE
1089,Komitee „Nein zur SVP-Abschottungsinitiative“
1090,"""Parlamentarier-Grippeimpftag 2013"""
1091,Linkes Komitee «Nein zur SVP-Abschottungsinitiative»
1092,Steuergruppe PISA.ch
1093,GPDel
1094,Allianz für den öffentlichen Verkehr
1095,CHymne – Neue Nationalhymne
1096,Bundesamt für Migration BFM und Fachorganisation AOZ
1097,Eidgenössisches Büro für die Gleichstellung von Menschen mit Behinderungen EBGB
1098,Überparteiliches Komitee «Abtreibungsfinanzierung ist Privatsache»
1099,Überparteiliches Komitee «Schutz vor Sexualisierung in Kindergarten und Primarschule»
1100,Überparteiliches Komitee gegen die Initiative „Abtreibung ist Privatsache“
1101,"Überparteiliches Komitee ""JA zur Volksinitiative gegen Masseneinwanderung"""
1102,Arbeitnehmerkomitee „Nein zur SVP-Abschottungsinitiative“
1103,Überparteiliches Komitee «NEIN zur FABI-Vorlage»
1104,Komitee Schweizer Wirtschaft «NEIN zur SVP-Abschottungsinitiative»
1105,Bündnis „Nein zu den Kampfjet-Milliarden“
1106,"ZHAW School of Management and Law, Zentrum für Sozialrecht"
1107,Schweizer Armee und Kantonspolizei Graubünden
1108,AGROSCOPE
1109,Komitee «Jugend gegen Abschottung»
1110,OECD (Organisation für wirtschaftliche Zusammenarbeit und Entwicklung)
1111,"santésuisse, vips und Interpharma"
1112,Überparteiliches Komitee gegen Überfremdung
1113,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Konferenz der kantonalen Erziehungsdirektoren EDK"
1114,Initiativkomitee «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»
1115,Zentrum für Demokratie Aarau (ZDA)
1116,Schweizerische Energie-Stiftung (SES)
1117,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport (VBS) und Nachrichtendienst des Bundes (NDB)"
1118,FDP / BDP / Grüne / SVP / SP / CVP
1119,Komitee „Ja zur Mindestlohn-Initiative“
1120,Bundesamt für Migration BFM und Konferenz der Kantonsregierungen KdK
1121,siehe Einladung
1122,"Überparteiliches Komitee ""JA zum Gripen"""
1123,Sicherheitsverbundsübung 2014 / Projektorganisation SVU 14
1124,Initiativkomitee „für eine faire Verkehrsfinanzierung“
1125,Bürgerliche Jungparteien
1126,"Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1127,Bio Suisse
1128,"VPOD Schweiz, Gruppe Koordination Stopp-TISA!"
1129,alliance santé
1130,Abstimmungskomitee «Ja zur medizinischen Grundversorgung»
1131,"Überparteiliches Komitee ""Mindestlohn NEIN"""
1132,SP Schweiz und Grüne Schweiz
1133,Eidgenössisches Justiz- und Polizeidepartement / Konferenz der kantonalen Justiz- und Polizeidirektorinnen und –direktoren / Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren
1134,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Justiz- und Polizeidepartement EJPD
1135,Parlamentarische Verwaltungskontrolle (PVK)
1136,VSAO Verband Schweizerischer Assistenz- und Oberärztinnen und –ärzte
1137,Bundesamt für Verkehr BAV und GS1 Schweiz
1138,Sentience Politics und Grüne Partei Schweiz
1139,Schweizerischer Gewerbeverband sgv / Schweizerischer Arbeitgeberverband SAV
1140,GPK - N
1141,Überparteiliches Komitee JA zur Hausarzt-Medizin
1142,Komitee „Nein zur Pädophilie-(Initiative)“
1143,"VPOD, Schweizerischer Verband des Personals öffentlicher Dienste"
1144,"Verband zu Hause leben, Gewerkschaft Unia"
1145,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK und Bundesamt für Strassen ASTRA"
1146,"Universität Freiburg, Eidgenössisches Justiz- und Polizeidepartement"
1147,"TCS, ACS, ASTAG, SAB"
1148,Direktion für Entwicklung und Zusammenarbeit DEZA und Staatssekretariat für Wirtschaft SECO
1149,vips Vereinigung Pharmafirmen in der Schweiz
1150,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Justiz- und Polizeidepartement EJPD
1151,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1152,"""Nein-Komitee zum Bundesbeschluss über die medizinische Grundversorgung""."
1153,Reconnaissance International
1154,strasseschweiz – Verband des Strassenverkehrs FRS
1155,Gewerkschaftsjugend
1156,"BAFU, MeteoSchweiz, SED, WSL/SLF, BABS"
1157,Delegierter für Opfer von fürsorgerischen Zwangsmassnahmen
1158,Eidgenössische Konferenz für Kinder- und Jugendfragen EKKJ
1159,"FDP.Die Liberalen, SVP, BDP, CVP, Grünliberale"
1160,Eidg. Finanzdelegation
1161,Sozialdemokratische Partei Schweiz
1162,Schweizer Armee / Luftwaffe
1163,KVF-N / CTT-N
1164,Stiftung 2048
1165,GastroSuisse
1166,Netzwerk Case Management Schweiz
1167,Schweizerischer Spielgruppen-LeiterInnen Verband
1168,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Chair Management of Network Industries (MIR), EPFL"
1169,Ärztekomitee für die öffentliche Krankenkasse
1170,Komitee «Umwelt ja – Ecopop nein»
1171,"Komitee ""Junge gegen die Einheitskasse"" (Bestehend aus JSVP, JF, JCVP)"
1172,Überparteiliches Komitee „Frauen gegen Einheitskasse“
1173,Initiativkomitee «Initiative für eine öffentliche Krankenkasse»
1174,Komitee «Nein zur Gastroinitiative»
1175,Verbindung der Schweizer Ärztinnen und Ärzte FMH und H+ Die Spitäler der Schweiz
1176,Staatskanzlei Kanton Solothurn
1177,Neat-Aufsichtsdelegation NAD
1178,"Olivier Feller, conseiller national et Centre patronal et Fédération romande immobilière"
1179,"SW Schweizer Werbung, Konsumentenforum kf,  Vereinigung des Schweizerischen Tabakwarenhandels, IG Freiheit"
1180,nurses at work
1181,Informationsgruppe Erfrischungsgetränke
1182,"Bundesamt für Migration BFM, Repubblica e Cantone Ticino, Comune di Losone"
1183,International Congress on Vocational and Professional Education and Training
1184,Delegation der Bundesversammlung bei der PV OSZE
1185,Überparteiliches Komitee «Ja zum Schutz der Privatsphäre»
1186,Komitee solidarische Schweiz
1187,Historisches Lexikon der Schweiz (HLS)
1188,Überparteiliches Komitee «JA zu Ecopop»
1189,Initiativkomitee Gold-Initiative
1190,Überparteiliches Komitee „Nein zur Pauschalbesteuerungs-Initiative“
1191,Projektorganisation SVU 14
1192,Überparteilichen Komitee gegen die Goldinitiative
1193,Domaine public
1194,Stiftung für Konsumentenschutz (SKS) und Polit-Forum Käfigturm
1195,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / DEZA – Humanitäre Hilfe
1196,"Schweizerischer Gewerbeverband sgv, economiesuisse"
1197,Greenpeace Schweiz
1198,Komitee «JA zur Abschaffung der Pauschalsteuer»
1199,Schweizerisches Arbeiterhilfswerk SAH
1200,"Studiengruppe zur Energiepolitik / Liberales Institut, Genf und Zürich / Institut für Wirtschaftsstudien Basel AG"
1201,FK-N/S und GPK-N/S
1202,World Demographic & Ageing WDA Forum
1203,Nein-Komitee gegen die Initiative zur Abschaffung der Pauschalbesteuerung
1204,Gruppe Raus aus der Sackgasse RASA
1205,Käfigturm - Polit-Forum des Bundes und Stiftung für Konsumentenschutz (SKS)
1206,Präsenz Schweiz EDA
1207,Nationale Plattform Gesundheitsversorgung für Sans-Papiers
1208,"BAG, BLV, BLW und BAFU"
1209,"Interpharma, vips, santésuisse"
1210,Kanton Bern und Gemeinde Köniz
1211,Schweizerische Konferenz für Sozialhilfe (SKOS)
1212,NR Balthasar Glättli (Grüne Partei der Schweiz)
1213,Bürgerlich-Demokratische Partei (BDP) Schweiz
1214,Kantonspolizei Graubünden und Schweizer Armee
1215,Verein «Nein zur 2. Gotthardröhre»
1216,Swissstaffing - Verband der schweizerischen Temporärbranche
1217,Schweizerischer Arbeitgeberverband und economiesuisse
1218,Komitee «Nein zur CVP-Familieninitiative»
1219,Komitee „Ja zu Energie- statt Mehrwertsteuer“
1220,Überparteiliches Komitee „Energie-Steuer NEIN“
1221,CVP-EVP-Fraktion
1222,Groupement des Entreprises Multinationales (GEM)
1223,Compenswiss
1224,"Unia, Second@s plus, Federazione Colonie Libere Italiane"
1225,Intergenerika
1226,Gewerkschaft syndicom
1227,Referendumskomitee gegen die neue Billag-Mediensteuer
1228,Chancellerie fédérale
1229,Schweizerische Hochschulkonferenz SHK
1230,Zentrum für Demokratie Aarau
1231,Schweizerischer Mieterinnen- und Mieterverband SMV
1232,ZDA Zentrum für Demokratie Aarau
1233,Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
1234,Gesundheits- und Präventionsorganisationen und Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV)
1235,SRG und Privatradioverbände
1236,No Hate Speech Movement Switzerland
1237,Sucht Schweiz
1238,Nationales Komitee „NEIN zur PID“
1239,"SVP, FDP.Die Liberalen und CVP"
1240,Überparteiliches Komitee «Ja zum RTVG»
1241,Überparteiliches Komitee «Nein zur Erbschaftssteuer»
1242,Eidgenössische Volksinitiative «Erbschaftssteuerreform»
1243,Young European Socialists (YES)
1244,"Gotthardkantone Graubünden, Uri, Tessin und Wallis"
1245,Verein Konzernverantwortungsinitiative
1246,Personalverband des Bundes PVB
1247,BAFU und UNEP
1248,Forum Schweizer Geschichte Schwyz
1249,Überparteiliches Komitee „JA zum RTVG“
1250,Comité indépendant «OUI à la LRTV»
1251,"JUSO-Sektionen aus der Romandie, Graubünden und dem Tessin"
1252,Schweizerische Helsinki Vereinigung (SHV)
1253,Überparteiliches Komitee «Aktion Medienfreiheit»
1254,Medienkomitees «JA zum RTVG»
1255,"Eidgenössiches Deparement für Wirtschaft, Bildung und Forschung WBF und Schweizerische Konferenz der kantonalen Erziehungsdirektoren EDK"
1256,Unternehmer/-innen-Komitee «Ja zur Erbschaftssteuerreform»
1257,Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren (SODK)
1258,Sicherheitsverbund Schweiz (SVS)
1259,KOF Konjunkturforschungsstelle der ETH Zürich
1260,Überparteiliches Komitee „Pflege weg vom Hilfsberuf“
1261,Überparteiliches Komitee „Nein zur Stipendieninitiative“
1262,Staatssekretariat für Migration und Stadt Zürich
1263,Schweizerischer Arbeitgeberverband (SAV) und Economiesuisse
1264,APK-N / C PE - N
1265,Dachverband Drogenabstinenz Schweiz
1266,Bundesamt für Kommunikation BAKOM und Staatssekretariat für Wirtschaft SECO
1267,Bürgerliches Komitee gegen einen zweiten Gotthardstrassentunnel
1268,Überparteiliches Komitee «NEIN zur neuen Billag-Mediensteuer!»
1269,Komitee «Ja zur Erbschaftssteuerreform»
1270,Stipendieninitiative Kampagne Deutschschweiz
1271,Bundesamt für Lebensmittelsicherheit und Veterinärwesen
1272,Fondation pour Genève
1273,Staatssekretariat für internationale Finanzfragen SIF und Bundesamt für Polizei fedpol
1274,Parlamentarische Gruppe Schweiz-Russland
1275,Verband Schweizer Polizei-Beamter
1276,SGB-Frauenkommission
1277,Schweizerischer Gewerkschaftbund SGB
1278,Assemblée parlementaire de la francophonie (APF)
1279,Schweizerischer Wissenschafts- und Innovationsrat (SWIR)
1280,"Unia, Syndicom"
1281,"Trinationaler Atomschutzverband, Schweizerische Energiestiftung und Greenpeace Schweiz"
1282,"Bundesamt für Umwelt BAFU und Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL"
1283,Schweizer Wirtschaft für die Energiestrategie 2050
1284,SPK-S / CIP-E
1285,Sozialwissenschaftliche Fakultät der Universität Genf
1286,Unabhängige Gruppe KircheNordSüdUntenLinks
1287,Schweizerischer Mieterinnen- und Mieterverband (SMV)
1288,Gewerkschaften SEV und Syndicom
1289,Procap Schweiz und AGILE.CH
1290,Patientensicherheit Schweiz und Bundesamt für Gesundheit BAG
1291,Schweizerisches Rotes Kreuz
1292,Israel-Werke Schweiz und Parlamentarische Gruppe Schweiz-Israel
1293,"Komitee „Ja zum Verhüllungsverbot"""
1294,Schweizerischer Wissenschafts- und Innovationsrat SWIR
1295,Kurt Imhof Stiftung für Medienqualität
1296,Parlamentarische Gruppe Schweiz-Armenien und Gesellschaft Schweiz-Armenien (GSA)
1297,Kommunikation Luftwaffe
1298,Kanton Waadt
1299,GELIKO Schweizerische Gesundheitsligen-Konferenz
1300,Eidg. Büro für die Gleichstellung von Frau und Mann EBG in Kooperation mit der Konferenz für Kindes- und Erwachsenenschutz
1301,"Interpharma, santésuisse"
1302,«Allianz gegen die Internet-Piraterie»
1303,Verein Compasso
1304,Überparteiliches Komitee «Gotthard-Tunnel sicher JA»
1305,Eidgenössische Koordinationskommission für Familienfragen EKFF
1306,Eidgenössische Münzstätte Swissmint
1307,Konferenz der städtischen Finanzdirektorinnen und -direktoren KSFD
1308,Staatssekretariat für Wirtschaft SECO und OECD
1309,Überparteiliches Komitee «Finanzpolitik: Bundesfinanzen - Voranschlag 2016»
1310,Initiativkomitee «Vollgeld-Initiative»
1311,FDP-Liberale Fraktion
1312,Referendumskomitee «Nein zur 2. Gotthardröhre»
1313,"Interpharma, IMS Health Schweiz, vips"
1314,Integration Handicap
1315,Trägerverein Velo-Initiative
1316,«Bündnis gegen Spekulation mit Nahrungsmitteln»
1317,Komitee «Bürgerliche gegen zweite Röhre»
1318,"Bürgerliches, linkes und NGO-Komitee gegen die Durchsetzungsinitiative"
1319,Komitee «Heiratsstrafe abschaffen – JA!»
1320,Komitee «NEIN zur rückständigen CVP-Ehe-Initiative»
1321,Bundesamt für Lebensmittelsicherheit und Veterinärwesen und Schweizer Tierschutz
1322,«Bündnis gegen den Schnüffelstaat»
1323,Komitee «NEIN zur Juso-Spekulationsinitiative»
1324,Delegierte des Bundes für Mehrsprachigkeit / Parlamentsdienste
1325,"Alliance Sud, SWISSAID und Brot für alle"
1326,SP Schweiz & FDP Schweiz
1327,Initiativkomitee «Für ein bedingungsloses Grundeinkommen»
1328,Compenswiss - Ausgleichsfonds AHV/IV/EO
1329,Zentrum für Demokratie Aarau zda
1330,Initiativkomitee « Bündnis gegen Spekulation mit Nahrungsmitteln»
1331,Tag der Kranken
1332,Initiativkomitee «Pro Service Public»
1333,Privatkliniken Schweiz
1334,Staatsrat des Kantons Tessin und Deputation der Tessiner Bundesparlamentarier
1335,Bundesamt für Lebensmittelsicherheit und Veterinärwesen mit INTERPOL und EZV
1336,FDP.Die Liberalen Frauen
1337,Eidgenössische Zollverwaltung und STOP PIRACY
1338,Schweizerischer Gewerbeverband sgv / Verband Schweizerischer Vermögensverwalter VSV / Forum SRO
1339,Komitee für eine faire Verkehrsfinanzierung
1340,Schweizerische Rote Kreuz
1341,GIBZ
1342,Allianz «NEIN zur Milchkuh-Initiative»
1343,Schweizer Berufsverband der Pflegefachfrauen und Pflegefachmänner SBK-ASI
1344,"Konferenz der Kantonsregierungen (KdK) / Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK) / Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bau-, Planungs- und Umweltdirektoren-Konferenz (BPUK)"
1345,SiK-N / CPS-N
1346,BÜPF-Referendumskomitee
1347,Überparteiliches Komitee «NEIN zu diesem Fortpflanzungsmedizingesetz»
1348,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Justiz- und Polizeidepartement
1349,SiK- S
1350,"Mitgliedorganisationen der Schweizerischen Flüchtlingshilfe SFH (Caritas, Heks, Heilsarmee, Arbeiterhilfswerk)"
1351,Bundesamt für Gesundheit und Lungenliga
1352,EPFL
1353,WWF Schweiz und Pro Natura
1354,«Bündnis für mehr Transparenz in der Politikfinanzierung»
1355,"Kommission für Technologie und Innovation KTI, Medical Cluster, FASMED"
1356,Überparteiliches Komitee gegen die Initiative «Für ein bedingungsloses Grundeinkommen»
1357,Verband Schweizerischer Vermögensverwalter VSV
1358,Sozialdemokratische Partei Europas & SP Schweiz
1359,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA Information"
1360,Eidgenössische Hochschulinstitut für Berufsbildung EHB
1361,Travail.Suisse (Dachverband der Arbeitnehmenden) / Männer.ch (Dachverband der Männer- und Väterorganisationen) / Alliance F (Dachverband der Frauen- organisationen) / Pro Familia Schweiz
1362,Allianz «Nein zur Milchkuh-Initiative»
1363,Bundesamt für Verkehr BAV und Schweizerisches Bundesarchiv BAR
1364,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA"
1365,Allianz für eine starke AHV
1366,Schweizer Bauernverband und Staatssekretariat für Migration
1367,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK"
1368,ASIP – Schweizerischer Pensionskassenverband
1369,"Bündnis «Gemeinsam gegen TTIP, TISA und Co.»"
1370,Staat Freiburg und Vollzugsstelle für den Zivildienst ZIVI
1371,Komitee «Ja zur Grünen Wirtschaft»
1372,Staatsekretariat für Migration (SEM) und Direktion für Entwicklung und Zusammenarbeit (DEZA)
1373,Schweizer Parlamentarierinnen und Parlamentarier
1374,Referendumskomitee USR III
1375,Bündnis gegen den Schnüffelstaat
1376,Hauseigentümerverband HEV Schweiz
1377,Komitee «Nein zum schleichenden EU-Beitritt»
1378,"Überparteiliches Komitee ""Nein zum grünen Zwang"""
1379,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG
1380,Teilstreitkraft Luftwaffe
1381,"LITRA, Informationsdienst für den öffentlichen Verkehr – www.litra.ch"
1382,Verein «Stop der Hochpreisinsel – für faire Preise»
1383,Compasso / Die Mobiliar
1384,Kurt Imhof-Stiftung für Medienqualität
1385,Allianz für den geordneten Atomausstieg
1386,Konzernverantwortungsinitiative
1387,Referendumskomitee «NEIN zur USR III»
1388,Überparteiliches Komitee «Nein zur Ausstiegsinitiative»
1389,Wirtschaftskomitee für einen vernünftigen Ausstieg aus der Kernenergie
1390,Vereinigung der europäischen Senate
1391,Tripartite Agglomerationskonferenz
1392,Polit-Forum im Käfigturm in Bern
1393,Caritas Schweiz
1394,FK - N
1395,Schweizerische Hochschulkonferenz
1396,Komitee «Ja zur dritten Generation»
1397,Aufruf zum Schutz des Mittelstandes
1398,LITRA & Parlamentarische Gruppe für Raumentwicklung
1399,EDK Schweizerische Konferenz der kantonalen Erziehungsdirektoren
1400,KOF Konjunkturforschungsstelle
1401,Stilllegungsfonds für Kernanlagen - Entsorgungsfonds für Kernkraftwerke
1402,Überparteiliches Komitee «Ja zum NAF»
1403,"Komitee «FinanzdirektorInnen, Stadtpräsidien und Stadtregierungen gegen die USR III»"
1404,Überparteiliches Komitee gegen das Energiegesetz
1405,Komitee « Ja zum NAF »
1406,SKOS
1407,"Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren FDK, Konferenz kantonaler Volkswirtschaftsdirektoren VDK, Konferenz der Kantonsregierungen KdK"
1408,SP MigrantInnen
1409,SGB USS
1410,Schweizer Holz
1411,LITRA Informationsdienst für den öffentlichen Verkehr und Verband für den öffentlichen Verkehr (VöV)
1412,SBK Geschäftsstelle Schweiz
1413,Arbeitnehmerverbände des öffentlichen Dienstes gegen die USR III / SGB
1414,Kommission für Rechtsfragen
1415,"Referendumskomitees «Nein zu Verfassungsbruch», «Referendum Subito», «Bürgerbewegung.CH» und «Bürgerrechtsbewegung»"
1416,SIF
1417,compenswiss
1418,SwissSkills
1419,Landesmuseum Zürich
1420,Verein Tag der Kranken
1421,Konferenz der kantonalen Finandirektorinnen und Finanzdirektoren (FDK)
1422,"Wirtschaftskomitee gegen das Energiegesetzt, c/o Swissmem, Pfingsweidstrasse 102, 8005 Zürich"
1423,Musée national suisse
1424,WEKO Wettbewerbskommission
1425,SP Frauen Schweiz
1426,Jugendkomitee «Junge für die Energiestrategie 2050»
1427,Überparteiliches Komitee: Ja zur Energiestrategie
1428,"Swissmedic, Hallerstrasse 7, 3000 Bern 9"
1429,swisstopo – Bundesamt für Landestopografie
1430,Travail Suisse
1431,Umwelt-Komitee gegen Energiegesetz
1432,Schweizerisches Nationalmuseum
1433,Komitees für die Energistrategie
1434,Travail.Suisse Bern
1435,Dachverband Schweizer Jugendparlamente
1436,Privatkliniken Schweiz (PKS)
1437,VISIONswiss für unser Kinder
1438,"FMH Verbindung der Schweizer Ärztinnen und Ärzte, Bern"
1439,ETH Zürich
1440,Pro Velo Schweiz
1441,Verband chirurgischer und invasiv tätiger Fachgesellschaften und Fachgruppierungen fmCH/fmCH Tarifunion
1442,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, Postfach , CH-3001 Bern"
1443,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1444,"Bürgerliches Komitee ""Ja zur Rentenreform"""
1445,Konferenz der Kasntonsregierungen
1446,Frauendachverbände für die Rentenreform
1447,"Staatssekretariat für Bildung, Forschung und Innovation"
1448,Personalverband des Bundes
1449,SPK - N
1450,"Grünliberale Partei Schweiz, Laupenstrasse 2, 3008 Bern"
1451,Swisscom
1452,Komitee JA Weiterentwicklung Land- und Ernährungswirtschaft
1453,Schweizerischer Städteverband SSV
1454,Konferenz der städtischen Finanzdirektorinnen und –direktoren KSFD
1455,"Generationenallianz c/o FDP.Die Liberalen, Neuengasse 20, Postfach, 3001 Bern"
1456,"Komitees ""Ja zur Rentenreform"""
1457,"Die plattform der Verbände Angestellte Schweiz, Kaufmännischer Verband, Schweizer Kader Organisation SKO und Zürcher Gesellschaft für Personal-Management (ZGP)"
1458,LITRA Informationsdienst für den öffentlichen Verkehr
1459,"Pro Natura, 4018 Basel"
1460,Regierungskonferenz der Gebirgskantone
1461,Komitee der Arbeitnehmerorganisationen für ein Ja zur Altersvorsorge 2020
1462,"FDP. Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1463,www.hereinspaziert.ch
1464,"Pro Natura, Dornacherstrasse 192, 4053 Basel"
1465,"Militärakademie an der ETH Zürich, MILAK"
1466,Die befürwortenden Jungparteien der Altersvorsorge 2020
1467,Staatsekretariat für Migration
1468,Komitees für die Rentenreform
1469,"Gewerkschaft Unia, Weltpoststrasse 20, 3000 Bern 15"
1470,"Schweizerischer Nationalfonds (SNF), Wildhainweg 3, 3001 Bern"
1471,"SGB, Schweizerischer Gewerkschaftsbund"
1472,Office of the United Nations High Commissioner for Human Rights
1473,Marcel Benoist Stiftung
1474,"Initiativkomitee «Initiative für Organspende», Rue du Mûrier 10, 1820 Montreux"
1475,"Schweiz. Fahrlehrerverband SFV, Geschäftsstelle, Effingerstr. 8, 3001 Bern"
1476,"Fédération Romande des Écoles de Conduite FRE, Route du Village 14, 1070 Puidoux"
1477,"FDP. Die Liberalen, Neuengasse 20, 3001 Bern"
1478,SP Frauen* Schweiz
1479,"KOF, Konjunkturforschungsstellte, ETH Zürich, Leonhardstrasse 21, 8092 Zürich"
1480,"Schweizerische Gewerbeverband, Schwarztorstrasse 26, 3001 Bern"
1481,"Swissmechanic, Gewerkschaft Unia"
1482,Schulnetz21
1483,Initiativkomitee Stop der Hochpreisinsel
1484,RASA raus aus der Sackgasse Initiativkomitee
1485,"Gewerkschaften Unia, SEV, syndicom"
1486,SKOS (Schweizerische Konferenz für Sozialhilfe / SVEB (Schweizerischer Verband für Weiterbildung)
1487,Der Schweizerische Gewerkschaftsbund
1488,Stilllegungsfonds für Kernanlagen Entsorgungsfonds für Kernkraftwerke
1489,Staatssekretariat für Wirtschaft SECO
1490,Komitee «NEIN zum Sendeschluss»
1491,KVF-N / CTT-E
1492,Überparteiliches Komitee «Nein zu No Billag»
1493,Überparteiliches Komitee «NO Billag Ja»
1494,Schweizer Regionalradios und -fernsehen
1495,Komitee «Junge gegen No Billag»
1496,sgv
1497,Geschäftsstelle «Komitee gegen Internet-Zensur und digitale Abschottung»
1498,Verein Beznau Verfahren
1499,Schweizerische Konferenz für Sozialhilfe SKOS
1500,Eidgenössische Kommission für Frauenfragen EKF
1501,"Lehrstuhl für Philosophie und Theorie des Rechts, Rechtssoziologie und Internationes Öffentliches Recht"
1502,Der Verein «Tag der Kranken»
1503,Komitees gegen No Billag
1504,Verband Schweizerischer Elektrizitätsunternehmen VSE
1505,Schweizerischer Mieterinnen- und Miterverband
1506,Haus- und Kinderärzte Schweiz
1507,Kleinbauern-Vereinigung und Schweizer Tierschutz STS
1508,Vollgeld-Initiative
1509,Überparteiliches Komitee «Gemeinnütziges Geldspielgesetz – JA»
1510,"Komitee für Sport, Kultur und AHV stärken"
1511,Überparteiliches Komitee «Vollgeld-Initiative Nein»
1512,Generalsekretariat WBF
1513,Initiativkomitee «Eigenständiges Handeln in Familien und Unternehmen» (KESB-Initiative)
1514,TRANSPARENCY INTERNATIONAL SCHWEIZ
1515,Interpharma und santésuisse
1516,Überparteiliches Komitee für Suchtprävention und gegen Netzsperren
1517,"KOF Corporate Communications, ETH Zürich, LEE G 116, Leonhardstrasse 21, 8092 Zürich"
